tic,datafqtr,cshoq,cshtrq,capxy,oiadpq,niq,xoprq,teqq,atq,epsfiq,cshoq,cshtrq,capxy,oiadpq,niq,xoprq,teqq,atq,epsfiq,gmrmexpq,gmrmrevq,hbinvfhq,hbinvludq,hbinvtq,hbloq,conm,revtq,sentiment_x,sentiment_y,SALE PRICE,Real GDP SA(billion),M2 SA(billion),M2-M1 Growth Gap(%),M2V,Prime Rate(%)
EXPI,2022Q2,151.799,9.359,151.799,1400.982,93278586.0,1400.982,93278586.0,256.872,8.077,256.872,8.077,507.449,11.649,507.449,11.649,0.06,9.359,0.06,151.799,9.359,151.799,1400.982,93278586.0,1400.982,93278586.0,256.872,8.077,256.872,8.077,507.449,11.649,507.449,11.649,0.06
EXPI,2022Q3,152.702,4.402,152.702,1236.182,66559306.0,1236.182,66559306.0,257.063,9.222,257.063,9.222,440.867,0.026,440.867,0.026,0.03,4.402,0.03,152.702,4.402,152.702,1236.182,66559306.0,1236.182,66559306.0,257.063,9.222,257.063,9.222,440.867,0.026,440.867,0.026,0.03
EXPI,2022Q4,152.839,-7.201,152.839,941.42,67908887.0,941.42,67908887.0,248.992,12.051,248.992,12.051,381.682,-10.709,381.682,-10.709,-0.05,-7.201,-0.05,152.839,-7.201,152.839,941.42,67908887.0,941.42,67908887.0,248.992,12.051,248.992,12.051,381.682,-10.709,381.682,-10.709,-0.05
EXPI,2023Q1,153.442,1.453,153.442,845.872,56067593.0,845.872,56067593.0,253.087,1.432,253.087,1.432,415.333,0.002,415.333,0.002,0.01,1.453,0.01,153.442,1.453,153.442,845.872,56067593.0,845.872,56067593.0,253.087,1.432,253.087,1.432,415.333,0.002,415.333,0.002,0.01
EXPI,2023Q2,153.588,9.422,153.588,1215.501,77839018.0,1215.501,77839018.0,258.32,3.433,258.32,3.433,482.782,12.836,482.782,12.836,0.06,9.422,0.06,153.588,9.422,153.588,1215.501,77839018.0,1215.501,77839018.0,258.32,3.433,258.32,3.433,482.782,12.836,482.782,12.836,0.06
EXPI,2023Q3,153.799,1.349,153.799,1206.297,65649136.0,1206.297,65649136.0,250.926,4.193,250.926,4.193,422.862,3.706,422.862,3.706,0.01,1.349,0.01,153.799,1.349,153.799,1206.297,65649136.0,1206.297,65649136.0,250.926,4.193,250.926,4.193,422.862,3.706,422.862,3.706,0.01
SYSW,2011Q3,48.319,0.101,48.319,23.164,1418133.0,23.164,1418133.0,132.951,2.11,132.951,2.11,161.866,0.927,161.866,0.927,0.0,0.101,0.0,48.319,0.101,48.319,23.164,1418133.0,23.164,1418133.0,132.951,2.11,132.951,2.11,161.866,0.927,161.866,0.927,0.0
SYSW,2011Q4,48.319,-5.958,48.319,25.997,767639.0,25.997,767639.0,128.616,2.941,128.616,2.941,162.163,-5.844,162.163,-5.844,-0.13,-5.958,-0.13,48.319,-5.958,48.319,25.997,767639.0,25.997,767639.0,128.616,2.941,128.616,2.941,162.163,-5.844,162.163,-5.844,-0.13
SYSW,2012Q1,48.319,-3.796,48.319,16.545,5010226.0,16.545,5010226.0,124.584,0.073,124.584,0.073,149.816,-5.529,149.816,-5.529,-0.08,-3.796,-0.08,48.319,-3.796,48.319,16.545,5010226.0,16.545,5010226.0,124.584,0.073,124.584,0.073,149.816,-5.529,149.816,-5.529,-0.08
SYSW,2012Q2,48.319,1.186,48.319,18.663,2144557.0,18.663,2144557.0,124.648,0.214,124.648,0.214,151.847,1.653,151.847,1.653,0.03,1.186,0.03,48.319,1.186,48.319,18.663,2144557.0,18.663,2144557.0,124.648,0.214,124.648,0.214,151.847,1.653,151.847,1.653,0.03
SYSW,2012Q3,48.319,2.24,48.319,22.491,277243.0,22.491,277243.0,128.269,5.371,128.269,5.371,163.414,3.651,163.414,3.651,0.04,2.24,0.04,48.319,2.24,48.319,22.491,277243.0,22.491,277243.0,128.269,5.371,128.269,5.371,163.414,3.651,163.414,3.651,0.04
SYT,2021Q4,23.789,2.353,23.789,80.157,,80.157,,48.485,15.876,48.485,15.876,186.425,5.316,186.425,5.316,0.09,2.353,0.09,23.789,2.353,23.789,80.157,,80.157,,48.485,15.876,48.485,15.876,186.425,5.316,186.425,5.316,0.09
SYT,2022Q1,23.789,2.353,23.789,80.157,,80.157,,48.485,15.876,48.485,15.876,186.425,5.316,186.425,5.316,0.09,2.353,0.09,23.789,2.353,23.789,80.157,,80.157,,48.485,15.876,48.485,15.876,186.425,5.316,186.425,5.316,0.09
SYT,2022Q2,23.949,0.745,23.949,62.437,,62.437,,43.234,7.04,43.234,7.04,193.234,2.062,193.234,2.062,0.03,0.745,0.03,23.949,0.745,23.949,62.437,,62.437,,43.234,7.04,43.234,7.04,193.234,2.062,193.234,2.062,0.03
SYT,2022Q3,23.949,0.745,23.949,62.437,,62.437,,43.234,7.04,43.234,7.04,193.234,2.062,193.234,2.062,0.03,0.745,0.03,23.949,0.745,23.949,62.437,,62.437,,43.234,7.04,43.234,7.04,193.234,2.062,193.234,2.062,0.03
SYT,2022Q4,23.949,2.25,23.949,96.629,,96.629,,49.796,16.477,49.796,16.477,225.923,3.844,225.923,3.844,0.09,2.25,0.09,23.949,2.25,23.949,96.629,,96.629,,49.796,16.477,49.796,16.477,225.923,3.844,225.923,3.844,0.09
SYT,2023Q1,23.949,2.25,23.949,96.629,371806.0,96.629,371806.0,49.796,16.477,49.796,16.477,225.923,3.844,225.923,3.844,0.09,2.25,0.09,23.949,2.25,23.949,96.629,371806.0,96.629,371806.0,49.796,16.477,49.796,16.477,225.923,3.844,225.923,3.844,0.09
SYT,2023Q2,25.939,1.729,25.939,61.442,625992.0,61.442,625992.0,65.328,16.477,65.328,16.477,236.931,3.008,236.931,3.008,0.07,1.729,0.07,25.939,1.729,25.939,61.442,625992.0,61.442,625992.0,65.328,16.477,65.328,16.477,236.931,3.008,236.931,3.008,0.07
SYT,2023Q3,25.939,1.729,25.939,61.442,120216.0,61.442,120216.0,65.328,16.477,65.328,16.477,236.931,3.008,236.931,3.008,0.07,1.729,0.07,25.939,1.729,25.939,61.442,120216.0,61.442,120216.0,65.328,16.477,65.328,16.477,236.931,3.008,236.931,3.008,0.07
SYT,2023Q4,26.075,3.105,26.075,89.685,263998.0,89.685,263998.0,79.32,26.65,79.32,26.65,284.373,7.215,284.373,7.215,0.12,3.105,0.12,26.075,3.105,26.075,89.685,263998.0,89.685,263998.0,79.32,26.65,79.32,26.65,284.373,7.215,284.373,7.215,0.12
SYT,2024Q1,26.075,3.105,26.075,89.685,6100646.0,89.685,6100646.0,79.32,26.65,79.32,26.65,284.373,7.215,284.373,7.215,0.12,3.105,0.12,26.075,3.105,26.075,89.685,6100646.0,89.685,6100646.0,79.32,26.65,79.32,26.65,284.373,7.215,284.373,7.215,0.12
SYT,2024Q2,26.519,-0.418,26.519,64.46,13465023.0,64.46,13465023.0,71.46,26.65,71.46,26.65,300.768,1.21,300.768,1.21,-0.02,-0.418,-0.02,26.519,-0.418,26.519,64.46,13465023.0,64.46,13465023.0,71.46,26.65,71.46,26.65,300.768,1.21,300.768,1.21,-0.02
TCI,2010Q1,8.114,-10.277,8.114,27.992,260979.0,27.992,260979.0,235.05,0.0,235.05,0.0,1585.955,3.503,1585.955,3.503,-1.3,-10.277,-1.3,8.114,-10.277,8.114,27.992,260979.0,27.992,260979.0,235.05,0.0,235.05,0.0,1585.955,3.503,1585.955,3.503,-1.3
TCI,2010Q2,8.114,-20.39,8.114,26.114,307306.0,26.114,307306.0,214.284,0.0,214.284,0.0,1549.111,1.287,1549.111,1.287,-2.54,-20.39,-2.54,8.114,-20.39,8.114,26.114,307306.0,26.114,307306.0,214.284,0.0,214.284,0.0,1549.111,1.287,1549.111,1.287,-2.54
TCI,2010Q3,8.113,-8.955,8.113,26.307,127154.0,26.307,127154.0,204.897,0.0,204.897,0.0,1491.11,2.476,1491.11,2.476,-1.14,-8.955,-1.14,8.113,-8.955,8.113,26.307,127154.0,26.307,127154.0,204.897,0.0,204.897,0.0,1491.11,2.476,1491.11,2.476,-1.14
TCI,2010Q4,8.113,-27.574,8.113,46.475,136080.0,46.475,136080.0,177.157,0.0,177.157,0.0,1384.761,-19.644,1384.761,-19.644,-3.43,-27.574,-3.43,8.113,-27.574,8.113,46.475,136080.0,46.475,136080.0,177.157,0.0,177.157,0.0,1384.761,-19.644,1384.761,-19.644,-3.43
TCI,2011Q1,8.413,-11.963,8.413,29.593,686180.0,29.593,686180.0,168.149,0.0,168.149,0.0,1323.793,-3.012,1323.793,-3.012,-1.5,-11.963,-1.5,8.413,-11.963,8.413,29.593,686180.0,29.593,686180.0,168.149,0.0,168.149,0.0,1323.793,-3.012,1323.793,-3.012,-1.5
TCI,2011Q2,8.413,-14.186,8.413,23.444,341537.0,23.444,341537.0,160.121,0.0,160.121,0.0,1207.907,5.662,1207.907,5.662,-1.72,-14.186,-1.72,8.413,-14.186,8.413,23.444,341537.0,23.444,341537.0,160.121,0.0,160.121,0.0,1207.907,5.662,1207.907,5.662,-1.72
TCI,2011Q3,8.413,0.896,8.413,26.628,457991.0,26.628,457991.0,160.419,0.0,160.419,0.0,1148.215,3.404,1148.215,3.404,0.08,0.896,0.08,8.413,0.896,8.413,26.628,457991.0,26.628,457991.0,160.419,0.0,160.419,0.0,1148.215,3.404,1148.215,3.404,0.08
TCI,2011Q4,8.413,-21.068,8.413,52.659,40757.0,52.659,40757.0,141.284,0.0,141.284,0.0,1160.324,-26.076,1160.324,-26.076,-2.54,-21.068,-2.54,8.413,-21.068,8.413,52.659,40757.0,52.659,40757.0,141.284,0.0,141.284,0.0,1160.324,-26.076,1160.324,-26.076,-2.54
TCI,2012Q1,8.413,-4.207,8.413,21.944,110606.0,21.944,110606.0,137.948,0.0,137.948,0.0,1115.059,7.013,1115.059,7.013,-0.53,-4.207,-0.53,8.413,-4.207,8.413,21.944,110606.0,21.944,110606.0,137.948,0.0,137.948,0.0,1115.059,7.013,1115.059,7.013,-0.53
TCI,2012Q2,8.413,2.282,8.413,20.602,104852.0,20.602,104852.0,140.12,0.0,140.12,0.0,1093.782,9.697,1093.782,9.697,0.23,2.282,0.23,8.413,2.282,8.413,20.602,104852.0,20.602,104852.0,140.12,0.0,140.12,0.0,1093.782,9.697,1093.782,9.697,0.23
TCI,2012Q3,8.413,-0.262,8.413,11.372,149273.0,11.372,149273.0,139.624,0.0,139.624,0.0,1044.265,9.697,1044.265,9.697,-0.07,-0.262,-0.07,8.413,-0.262,8.413,11.372,149273.0,11.372,149273.0,139.624,0.0,139.624,0.0,1044.265,9.697,1044.265,9.697,-0.07
TCI,2012Q4,8.413,-6.137,8.413,21.067,78106.0,21.067,78106.0,133.129,0.0,133.129,0.0,1045.344,6.579,1045.344,6.579,-0.76,-6.137,-0.76,8.413,-6.137,8.413,21.067,78106.0,21.067,78106.0,133.129,0.0,133.129,0.0,1045.344,6.579,1045.344,6.579,-0.76
TCI,2013Q1,8.413,-3.109,8.413,16.873,104900.0,16.873,104900.0,129.857,0.0,129.857,0.0,999.611,4.681,999.611,4.681,-0.4,-3.109,-0.4,8.413,-3.109,8.413,16.873,104900.0,16.873,104900.0,129.857,0.0,129.857,0.0,999.611,4.681,999.611,4.681,-0.4
TCI,2013Q2,8.413,12.027,8.413,15.879,330169.0,15.879,330169.0,141.762,0.0,141.762,0.0,969.814,3.459,969.814,3.459,1.33,12.027,1.33,8.413,12.027,8.413,15.879,330169.0,15.879,330169.0,141.762,0.0,141.762,0.0,969.814,3.459,969.814,3.459,1.33
TCI,2013Q3,8.413,-5.951,8.413,17.472,128469.0,17.472,128469.0,135.629,0.0,135.629,0.0,971.246,3.292,971.246,3.292,-0.74,-5.951,-0.74,8.413,-5.951,8.413,17.472,128469.0,17.472,128469.0,135.629,0.0,135.629,0.0,971.246,3.292,971.246,3.292,-0.74
TCI,2013Q4,8.413,55.563,8.413,32.498,47464.0,32.498,47464.0,191.57,0.0,191.57,0.0,897.671,-3.185,897.671,-3.185,6.58,55.563,6.58,8.413,55.563,8.413,32.498,47464.0,32.498,47464.0,191.57,0.0,191.57,0.0,897.671,-3.185,897.671,-3.185,6.58
FCXXF,2019Q3,219.1,65.49,219.1,78.656,23427251.0,78.656,23427251.0,4323.426,494.358,4323.426,494.358,10585.127,115.686,10585.127,115.686,0.3,65.49,0.3,219.1,65.49,219.1,78.656,23427251.0,78.656,23427251.0,4323.426,494.358,4323.426,494.358,10585.127,115.686,10585.127,115.686,0.3
FCXXF,2019Q4,217.954,192.459,217.954,77.123,33849228.0,77.123,33849228.0,4475.506,479.832,4475.506,479.832,10161.36,107.14,10161.36,107.14,0.88,192.459,0.88,217.954,192.459,217.954,77.123,33849228.0,77.123,33849228.0,4475.506,479.832,4475.506,479.832,10161.36,107.14,10161.36,107.14,0.88
FCXXF,2020Q1,218.211,-56.358,218.211,83.047,81011908.0,83.047,81011908.0,4328.025,54.513,4328.025,54.513,10237.121,94.977,10237.121,94.977,-0.26,-56.358,-0.26,218.211,-56.358,218.211,83.047,81011908.0,83.047,81011908.0,4328.025,54.513,4328.025,54.513,10237.121,94.977,10237.121,94.977,-0.26
FCXXF,2020Q2,218.209,10.53,218.209,85.704,61866469.0,85.704,61866469.0,4282.166,102.357,4282.166,102.357,10037.37,78.733,10037.37,78.733,0.05,10.53,0.05,218.209,10.53,218.209,85.704,61866469.0,85.704,61866469.0,4282.166,102.357,4282.166,102.357,10037.37,78.733,10037.37,78.733,0.05
FCXXF,2020Q3,219.286,11.262,219.286,73.47,47571407.0,73.47,47571407.0,4263.473,167.645,4263.473,167.645,10013.445,91.876,10013.445,91.876,0.05,11.262,0.05,219.286,11.262,219.286,73.47,47571407.0,73.47,47571407.0,4263.473,167.645,4263.473,167.645,10013.445,91.876,10013.445,91.876,0.05
FCXXF,2020Q4,219.315,37.268,219.315,73.265,57451091.0,73.265,57451091.0,4256.427,225.281,4256.427,225.281,10032.463,98.477,10032.463,98.477,0.17,37.268,0.17,219.315,37.268,219.315,73.265,57451091.0,73.265,57451091.0,4256.427,225.281,4256.427,225.281,10032.463,98.477,10032.463,98.477,0.17
FCXXF,2021Q1,219.404,37.987,219.404,81.722,40972366.0,81.722,40972366.0,4283.714,44.74,4283.714,44.74,9972.075,91.097,9972.075,91.097,0.17,37.987,0.17,219.404,37.987,219.404,81.722,40972366.0,81.722,40972366.0,4283.714,44.74,4283.714,44.74,9972.075,91.097,9972.075,91.097,0.17
FCXXF,2021Q2,219.404,211.989,219.404,74.15,31805356.0,74.15,31805356.0,4489.835,80.285,4489.835,80.285,10189.522,93.537,10189.522,93.537,0.96,211.989,0.96,219.404,211.989,219.404,74.15,31805356.0,74.15,31805356.0,4489.835,80.285,4489.835,80.285,10189.522,93.537,10189.522,93.537,0.96
FCXXF,2021Q3,219.529,181.526,219.529,71.75,30082908.0,71.75,30082908.0,4657.075,139.945,4657.075,139.945,10186.252,94.819,10186.252,94.819,0.82,181.526,0.82,219.529,181.526,219.529,71.75,30082908.0,71.75,30082908.0,4657.075,139.945,4657.075,139.945,10186.252,94.819,10186.252,94.819,0.82
FCXXF,2021Q4,219.541,28.629,219.541,73.185,30933927.0,73.185,30933927.0,4669.082,168.023,4669.082,168.023,10109.074,99.492,10109.074,99.492,0.13,28.629,0.13,219.541,28.629,219.541,73.185,30933927.0,73.185,30933927.0,4669.082,168.023,4669.082,168.023,10109.074,99.492,10109.074,99.492,0.13
FCXXF,2022Q1,219.677,44.455,219.677,81.838,32885395.0,81.838,32885395.0,4720.254,59.405,4720.254,59.405,10194.026,94.939,10194.026,94.939,0.2,44.455,0.2,219.677,44.455,219.677,81.838,32885395.0,81.838,32885395.0,4720.254,59.405,4720.254,59.405,10194.026,94.939,10194.026,94.939,0.2
FCXXF,2022Q2,215.112,-42.102,215.112,76.75,37222308.0,76.75,37222308.0,4597.906,87.13,4597.906,87.13,10057.358,98.524,10057.358,98.524,-0.19,-42.102,-0.19,215.112,-42.102,215.112,76.75,37222308.0,76.75,37222308.0,4597.906,87.13,4597.906,87.13,10057.358,98.524,10057.358,98.524,-0.19
FCXXF,2022Q3,213.715,-204.722,213.715,74.579,26356352.0,74.579,26356352.0,4346.538,152.68,4346.538,152.68,9829.57,100.41,9829.57,100.41,-0.95,-204.722,-0.95,213.715,-204.722,213.715,74.579,26356352.0,74.579,26356352.0,4346.538,152.68,4346.538,152.68,9829.57,100.41,9829.57,100.41,-0.95
FCXXF,2022Q4,213.518,42.372,213.518,76.895,26637112.0,76.895,26637112.0,4335.295,188.806,4335.295,188.806,9581.938,103.358,9581.938,103.358,0.2,42.372,0.2,213.518,42.372,213.518,76.895,26637112.0,76.895,26637112.0,4335.295,188.806,4335.295,188.806,9581.938,103.358,9581.938,103.358,0.2
FCXXF,2023Q1,212.449,48.738,212.449,92.49,32802538.0,92.49,32802538.0,4324.926,37.593,4324.926,37.593,9641.604,86.768,9641.604,86.768,0.23,48.738,0.23,212.449,48.738,212.449,92.49,32802538.0,92.49,32802538.0,4324.926,37.593,4324.926,37.593,9641.604,86.768,9641.604,86.768,0.23
FCXXF,2023Q2,212.197,-29.049,212.197,77.101,22523191.0,77.101,22523191.0,4255.543,139.47,4255.543,139.47,9596.65,98.344,9596.65,98.344,-0.14,-29.049,-0.14,212.197,-29.049,212.197,77.101,22523191.0,77.101,22523191.0,4255.543,139.47,4255.543,139.47,9596.65,98.344,9596.65,98.344,-0.14
FCXXF,2023Q3,212.124,-327.546,212.124,73.671,23129186.0,73.671,23129186.0,3880.164,174.249,3880.164,174.249,9163.855,103.57,9163.855,103.57,-1.53,-327.546,-1.53,212.124,-327.546,212.124,73.671,23129186.0,73.671,23129186.0,3880.164,174.249,3880.164,174.249,9163.855,103.57,9163.855,103.57,-1.53
FCXXF,2023Q4,212.184,173.801,212.184,73.388,24387668.0,73.388,24387668.0,3996.157,219.513,3996.157,219.513,9185.45,103.627,9185.45,103.627,0.81,173.801,0.81,212.184,173.801,212.184,73.388,24387668.0,73.388,24387668.0,3996.157,219.513,3996.157,219.513,9185.45,103.627,9185.45,103.627,0.81
FCXXF,2024Q1,212.242,74.797,212.242,83.532,27477460.0,83.532,27477460.0,4032.17,62.754,4032.17,62.754,9245.786,113.174,9245.786,113.174,0.35,74.797,0.35,212.242,74.797,212.242,83.532,27477460.0,83.532,27477460.0,4032.17,62.754,4032.17,62.754,9245.786,113.174,9245.786,113.174,0.35
FCXXF,2024Q2,212.242,16.948,212.242,77.172,21161023.0,77.172,21161023.0,3998.087,85.855,3998.087,85.855,9476.116,106.158,9476.116,106.158,0.08,16.948,0.08,212.242,16.948,212.242,77.172,21161023.0,77.172,21161023.0,3998.087,85.855,3998.087,85.855,9476.116,106.158,9476.116,106.158,0.08
FCXXF,2024Q3,212.323,81.107,212.323,76.643,17657280.0,76.643,17657280.0,4023.636,117.115,4023.636,117.115,9167.729,115.613,9167.729,115.613,0.38,81.107,0.38,212.323,81.107,212.323,76.643,17657280.0,76.643,17657280.0,4023.636,117.115,4023.636,117.115,9167.729,115.613,9167.729,115.613,0.38
FCXXF,2024Q4,212.323,32.081,212.323,80.023,20544506.0,80.023,20544506.0,4014.099,157.221,4014.099,157.221,9181.173,105.76,9181.173,105.76,0.15,32.081,0.15,212.323,32.081,212.323,80.023,20544506.0,80.023,20544506.0,4014.099,157.221,4014.099,157.221,9181.173,105.76,9181.173,105.76,0.15
FHRT,2010Q1,3.028,-1.011,3.028,4.554,6298.0,4.554,6298.0,-1.131,0.042,-1.131,0.042,145.132,0.497,145.132,0.497,-0.33,-1.011,-0.33,3.028,-1.011,3.028,4.554,6298.0,4.554,6298.0,-1.131,0.042,-1.131,0.042,145.132,0.497,145.132,0.497,-0.33
FHRT,2010Q2,3.028,-0.949,3.028,5.089,100.0,5.089,100.0,-2.534,0.114,-2.534,0.114,149.054,-0.111,149.054,-0.111,-0.31,-0.949,-0.31,3.028,-0.949,3.028,5.089,100.0,5.089,100.0,-2.534,0.114,-2.534,0.114,149.054,-0.111,149.054,-0.111,-0.31
FHRT,2010Q3,2.437,-0.924,2.437,4.663,8800.0,4.663,8800.0,-3.59,0.133,-3.59,0.133,152.367,0.415,152.367,0.415,-0.35,-0.924,-0.35,2.437,-0.924,2.437,4.663,8800.0,4.663,8800.0,-3.59,0.133,-3.59,0.133,152.367,0.415,152.367,0.415,-0.35
FHRT,2010Q4,2.436,-1.467,2.436,6.839,2390.0,6.839,2390.0,-5.091,1.026,-5.091,1.026,157.97,0.178,157.97,0.178,-0.57,-1.467,-0.57,2.436,-1.467,2.436,6.839,2390.0,6.839,2390.0,-5.091,1.026,-5.091,1.026,157.97,0.178,157.97,0.178,-0.57
FHRT,2011Q1,2.437,0.027,2.437,4.525,16502.0,4.525,16502.0,-5.33,0.025,-5.33,0.025,156.301,0.807,156.301,0.807,0.01,0.027,0.01,2.437,0.027,2.437,4.525,16502.0,4.525,16502.0,-5.33,0.025,-5.33,0.025,156.301,0.807,156.301,0.807,0.01
FHRT,2011Q2,2.437,0.706,2.437,6.095,21580.0,6.095,21580.0,-4.848,0.072,-4.848,0.072,155.398,2.379,155.398,2.379,0.28,0.706,0.28,2.437,0.706,2.437,6.095,21580.0,6.095,21580.0,-4.848,0.072,-4.848,0.072,155.398,2.379,155.398,2.379,0.28
FHRT,2011Q3,2.423,-1.804,2.423,5.894,6424.0,5.894,6424.0,-7.242,0.084,-7.242,0.084,153.1,0.887,153.1,0.887,-0.74,-1.804,-0.74,2.423,-1.804,2.423,5.894,6424.0,5.894,6424.0,-7.242,0.084,-7.242,0.084,153.1,0.887,153.1,0.887,-0.74
FHRT,2011Q4,2.423,0.155,2.423,6.079,2700.0,6.079,2700.0,-2.14,0.228,-2.14,0.228,158.205,0.947,158.205,0.947,0.06,0.155,0.06,2.423,0.155,2.423,6.079,2700.0,6.079,2700.0,-2.14,0.228,-2.14,0.228,158.205,0.947,158.205,0.947,0.06
FHRT,2012Q1,2.42,-0.379,2.42,6.857,125.0,6.857,125.0,-2.374,0.301,-2.374,0.301,156.355,2.417,156.355,2.417,-0.16,-0.379,-0.16,2.42,-0.379,2.42,6.857,125.0,6.857,125.0,-2.374,0.301,-2.374,0.301,156.355,2.417,156.355,2.417,-0.16
FHRT,2012Q2,2.418,-0.229,2.418,7.149,17722.0,7.149,17722.0,2.054,0.491,2.054,0.491,159.6,2.054,159.6,2.054,-0.09,-0.229,-0.09,2.418,-0.229,2.418,7.149,17722.0,7.149,17722.0,2.054,0.491,2.054,0.491,159.6,2.054,159.6,2.054,-0.09
FHRT,2012Q3,2.418,-0.21,2.418,6.791,3435.0,6.791,3435.0,1.339,0.491,1.339,0.491,157.86,2.112,157.86,2.112,-0.09,-0.21,-0.09,2.418,-0.21,2.418,6.791,3435.0,6.791,3435.0,1.339,0.491,1.339,0.491,157.86,2.112,157.86,2.112,-0.09
FHRT,2012Q4,2.417,0.977,2.417,8.462,1013.0,8.462,1013.0,-12.755,0.516,-12.755,0.516,210.266,3.186,210.266,3.186,0.41,0.977,0.41,2.417,0.977,2.417,8.462,1013.0,8.462,1013.0,-12.755,0.516,-12.755,0.516,210.266,3.186,210.266,3.186,0.41
DGTC,2012Q3,3.839,-0.439,3.839,3.431,22622.0,3.431,22622.0,49.383,0.043,49.383,0.043,54.203,-0.478,54.203,-0.478,-0.11,-0.439,-0.11,3.839,-0.439,3.839,3.431,22622.0,3.431,22622.0,49.383,0.043,49.383,0.043,54.203,-0.478,54.203,-0.478,-0.11
DGTC,2012Q4,3.839,-1.84,3.839,4.588,61246.0,4.588,61246.0,47.015,0.075,47.015,0.075,52.797,-1.802,52.797,-1.802,-0.48,-1.84,-0.48,3.839,-1.84,3.839,4.588,61246.0,4.588,61246.0,47.015,0.075,47.015,0.075,52.797,-1.802,52.797,-1.802,-0.48
DGTC,2013Q1,3.879,7.881,3.879,0.651,641962.0,0.651,641962.0,56.559,0.046,56.559,0.046,60.236,-0.516,60.236,-0.516,2.04,7.881,2.04,3.879,7.881,3.879,0.651,641962.0,0.651,641962.0,56.559,0.046,56.559,0.046,60.236,-0.516,60.236,-0.516,2.04
DGTC,2013Q2,3.879,-0.556,3.879,0.716,701720.0,0.716,701720.0,56.57,0.046,56.57,0.046,61.068,-0.504,61.068,-0.504,-0.14,-0.556,-0.14,3.879,-0.556,3.879,0.716,701720.0,0.716,701720.0,56.57,0.046,56.57,0.046,61.068,-0.504,61.068,-0.504,-0.14
DGTC,2013Q3,3.879,-0.668,3.879,0.646,235067.0,0.646,235067.0,56.57,0.046,56.57,0.046,61.068,-0.448,61.068,-0.448,-0.19,-0.668,-0.19,3.879,-0.668,3.879,0.646,235067.0,0.646,235067.0,56.57,0.046,56.57,0.046,61.068,-0.448,61.068,-0.448,-0.19
DGTC,2013Q4,3.087,-0.142,3.087,0.5,19250.0,0.5,19250.0,51.634,0.046,51.634,0.046,52.383,-0.389,52.383,-0.389,-0.05,-0.142,-0.05,3.087,-0.142,3.087,0.5,19250.0,0.5,19250.0,51.634,0.046,51.634,0.046,52.383,-0.389,52.383,-0.389,-0.05
DGTC,2014Q1,3.087,-0.223,3.087,0.359,21700.0,0.359,21700.0,52.456,0.046,52.456,0.046,53.094,-0.244,53.094,-0.244,-0.07,-0.223,-0.07,3.087,-0.223,3.087,0.359,21700.0,0.359,21700.0,52.456,0.046,52.456,0.046,53.094,-0.244,53.094,-0.244,-0.07
DGTC,2014Q2,3.089,-0.335,3.089,0.442,415699.0,0.442,415699.0,56.061,0.046,56.061,0.046,56.648,-0.325,56.648,-0.325,-0.1,-0.335,-0.1,3.089,-0.335,3.089,0.442,415699.0,0.442,415699.0,56.061,0.046,56.061,0.046,56.648,-0.325,56.648,-0.325,-0.1
DGTC,2014Q3,3.097,-0.173,3.097,0.265,7692.0,0.265,7692.0,54.843,0.046,54.843,0.046,55.42,-0.145,55.42,-0.145,-0.04,-0.173,-0.04,3.097,-0.173,3.097,0.265,7692.0,0.265,7692.0,54.843,0.046,54.843,0.046,55.42,-0.145,55.42,-0.145,-0.04
DGTC,2014Q4,3.097,-0.329,3.097,0.165,7545.0,0.165,7545.0,55.044,0.046,55.044,0.046,55.663,-0.049,55.663,-0.049,-0.13,-0.329,-0.13,3.097,-0.329,3.097,0.165,7545.0,0.165,7545.0,55.044,0.046,55.044,0.046,55.663,-0.049,55.663,-0.049,-0.13
DGTC,2015Q1,3.097,1.063,3.097,0.281,2920.0,0.281,2920.0,56.263,0.046,56.263,0.046,56.801,-0.165,56.801,-0.165,0.32,1.063,0.32,3.097,1.063,3.097,0.281,2920.0,0.281,2920.0,56.263,0.046,56.263,0.046,56.801,-0.165,56.801,-0.165,0.32
DGTC,2015Q2,3.097,-0.27,3.097,0.316,3460.0,0.316,3460.0,56.702,0.046,56.702,0.046,57.161,-0.21,57.161,-0.21,-0.08,-0.27,-0.08,3.097,-0.27,3.097,0.316,3460.0,0.316,3460.0,56.702,0.046,56.702,0.046,57.161,-0.21,57.161,-0.21,-0.08
DGTC,2015Q3,3.103,-0.272,3.103,0.328,8960.0,0.328,8960.0,59.321,0.046,59.321,0.046,59.825,-0.233,59.825,-0.233,-0.09,-0.272,-0.09,3.103,-0.272,3.103,0.328,8960.0,0.328,8960.0,59.321,0.046,59.321,0.046,59.825,-0.233,59.825,-0.233,-0.09
DGTC,2015Q4,3.048,1.14,3.048,0.219,133470.0,0.219,133470.0,54.537,0.046,54.537,0.046,55.105,-0.123,55.105,-0.123,0.43,1.14,0.43,3.048,1.14,3.048,0.219,133470.0,0.219,133470.0,54.537,0.046,54.537,0.046,55.105,-0.123,55.105,-0.123,0.43
